立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
3/27/2025 7:03,浦东新区 大团镇 永春西二路102号（误报）（到场未处置）,电线,临港大队（九大队）,大团镇,虚警,大团站,现场电路器故障，无过火痕迹,大团微站,3/27/2025 7:04,3/27/2025 7:05,3/27/2025 7:09,47.0,3/27/2025 7:17,否,了解情况,外,3/27/2025 7:03
3/27/2025 5:13,浦东新区 三林镇 永泰路210号旁边（居民处置）（到场未处置）,杂物,三林大队（六大队）,三林镇,实警,林南站,室外烧杂物,三林专职队,3/27/2025 5:14,3/27/2025 5:14,3/27/2025 5:22,4.0,3/27/2025 5:22,否,了解情况,外,3/27/2025 5:13
3/27/2025 5:07,浦东新区 曹路镇启明村毛家弄61号（居民处置）（到场未处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂,虹星路微站,3/27/2025 5:09,3/27/2025 5:09,3/27/2025 5:17,-8.0,3/27/2025 5:17,否,了解情况,外,3/27/2025 5:09
3/27/2025 3:23,浦东新区 五星路707弄16号1楼（驻防车出动）,单位,三林大队（六大队）,北蔡镇,实警,塘东站,烧办公室的凳子,六里（杨莲)微站,3/27/2025 3:26,3/27/2025 3:27,3/27/2025 3:37,76.0,3/27/2025 3:37,否,了解情况,内,3/27/2025 3:24
3/27/2025 1:03,浦东新区 高桥镇陆凌村花山路33号-142（消防处置）（到场处置）,居民,保税大队（四大队）,高桥镇,实警,高桥站,现场为杂物间内烧杂物,陆凌村微站,3/27/2025 1:04,3/27/2025 1:05,3/27/2025 1:10,60.0,3/27/2025 1:09,是,堵截,内,3/27/2025 1:04
3/26/2025 22:15,浦东新区 康桥镇 苗桥路 仁倪苑38号（祭祀）（经核实无需消防处置）（到场未处置）,杂物,三林大队（六大队）,康桥镇,虚警,申江站,现场为室外烧祭祀品,橫沔微站,3/26/2025 22:17,3/26/2025 22:18,3/26/2025 22:19,28.0,3/26/2025 22:29,否,警戒,外,3/26/2025 22:16
3/26/2025 19:51,浦东新区 南汇新城镇 乔柏路 靠近 安茂路（微站处置）（到场处置）,车辆,临港大队（九大队）,南汇新城镇,实警,滴水湖站,现场为室外烧一辆燃油面包车,夏栎路微站,3/26/2025 19:53,3/26/2025 19:53,3/26/2025 19:59,21.0,3/26/2025 20:06,是,堵截,外,3/26/2025 19:52
3/26/2025 19:29,浦东新区 祝桥镇 千汇路750弄千汇苑四村50号302室（误报）（到场未处置）,居民,惠南大队（八大队）,祝桥镇,虚警,祝桥站,现场楼道内电线老化，无着火冒烟情况,祝桥微站,3/26/2025 19:31,3/26/2025 19:31,3/26/2025 19:35,32.0,3/26/2025 19:39,否,了解情况,内,3/26/2025 19:30
3/26/2025 16:47,浦东新区 沪东新村街道 东陆路429弄伟业金锦苑东方丽景5号302室（误报）（到场未处置）,居民,外高桥大队（五大队）,沪东新村街道,虚警,庆宁站,现场为居民家中装修导致报警器误报,莱阳路微站,3/26/2025 16:48,3/26/2025 16:49,3/26/2025 16:58,61.0,3/26/2025 17:01,否,了解情况,内,3/26/2025 16:48
3/26/2025 12:15,浦东新区 浦兴路街道 长岛路1203弄(金桥四街坊)48号401室(祭扫)（误报）（到场未处置）,居民,外高桥大队（五大队）,浦兴路街道,虚警,庆宁站,现场为居民烧祭祀品,张杨北路微站,3/26/2025 12:18,3/26/2025 12:19,3/26/2025 12:23,85.0,3/26/2025 12:26,否,了解情况,内,3/26/2025 12:16
3/26/2025 11:33,浦东新区 高桥镇 和龙路556弄152号3楼(潼港七八村)（祭扫）（误报）（到场未处置）,居民,保税大队（四大队）,高桥镇,虚警,高桥站,现场是居民在楼道内烧祭祀品，到场前已被居民自行扑灭,陆凌村微站,3/26/2025 11:34,3/26/2025 11:35,3/26/2025 11:39,46.0,3/26/2025 11:39,否,了解情况,内,3/26/2025 11:33
3/26/2025 11:25,浦东新区 合庆镇庆星村五队徐家宅15号（祭扫）（居民处置）（到场未处置）,杂物,川沙大队（三大队）,合庆镇,实警,川沙站,现场为室外烧祭祀品,跃丰微站,3/26/2025 11:26,3/26/2025 11:27,3/26/2025 11:31,93.0,3/26/2025 11:37,否,了解情况,外,3/26/2025 11:25
3/26/2025 11:22,浦东新区 陆家嘴街道 乳山路91号(尚果汇)（误报）（到场未处置）,单位,陆家嘴大队（一大队）,陆家嘴街道,虚警,梅园站,现场为电线短路，无着火冒烟情况,陆家嘴微站,3/26/2025 11:23,3/26/2025 11:23,3/26/2025 11:25,31.0,3/26/2025 11:24,否,了解情况,内,3/26/2025 11:22
3/26/2025 9:59,浦东新区 书院镇 临港往机场方向 两港大道辅道 距临港大道500米（消防处置）（到场处置）,车辆,临港大队（九大队）,书院镇,实警,滴水湖站,现场为烧燃油小货车上装载的纸板箱,书院微站,3/26/2025 10:00,3/26/2025 10:02,3/26/2025 10:12,91.0,3/26/2025 10:15,是,堵截,外,3/26/2025 9:59
3/26/2025 8:58,浦东新区 江东路300号旁边（微站处置）（到场处置）,杂物,保税大队（四大队）,高桥镇,实警,高桥站,室外烧绿化带,凌桥专职队,3/26/2025 8:59,3/26/2025 9:00,3/26/2025 9:02,63.0,3/26/2025 9:17,是,堵截,外,3/26/2025 8:58
3/26/2025 5:39,浦东新区 新场镇 新场大街512弄22号1楼（驻防车出动）,居民,惠南大队（八大队）,新场镇,实警,航头站,厨房内烧锅子,新场专职队,3/26/2025 5:43,3/26/2025 5:43,3/26/2025 5:47,15.0,3/26/2025 5:53,是,堵截,内,3/26/2025 5:40
3/26/2025 2:24,浦东新区 航头镇 航梅路525弄 长达佳苑1支弄43号外（消防处置）（到场处置）,电线,三林大队（六大队）,航头镇,实警,航头站,电表箱内电线着火,下沙微站,3/26/2025 2:25,3/26/2025 2:26,3/26/2025 2:33,76.0,3/26/2025 2:31,否,协助灭火,外,3/26/2025 2:25
3/26/2025 1:25,浦东新区 浦兴路街道 杨高中路268号 联想客户服务中心门口（燃烧物燃尽）（到场未处置）,电线,外高桥大队（五大队）,浦兴路街道,实警,庆宁站,现场门面店门口的电线短路,枣庄微站,3/26/2025 1:26,3/26/2025 1:27,3/26/2025 1:34,29.0,3/26/2025 1:36,否,了解情况,外,3/26/2025 1:26
3/25/2025 21:11,浦东新区 航头镇 龙华医院西面700-800米 小路上 ,杂物,三林大队（六大队）,航头镇,实警,航头站,现场为室外烧垃圾,下沙微站,3/25/2025 21:12,3/25/2025 21:13,3/25/2025 21:18,24.0,3/25/2025 21:23,是,堵截,外,3/25/2025 21:12
3/25/2025 20:28,浦东新区 金杨新村街道 德平路 靠近 羽山路 河边（祭扫）（误报）（到场未处置）,杂物,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,现场为室外烧祭祀品，有人监护,灵山微站,3/25/2025 20:31,3/25/2025 20:32,3/25/2025 20:35,34.0,3/25/2025 20:39,否,了解情况,外,3/25/2025 20:28
3/25/2025 19:43,浦东新区 高桥镇 东义路21弄小区7号102室（消防处置）（到场处置）,居民,保税大队（四大队）,高桥镇,实警,高桥站,现场为居民家中烧油烟管道,高桥老街微站,3/25/2025 19:44,3/25/2025 19:44,3/25/2025 19:47,25.0,3/25/2025 19:50,是,堵截,内,3/25/2025 19:44
3/25/2025 18:58,浦东新区 陆家嘴街道 轨道14号线浦东南路3B号口出口（燃烧物质燃尽）（到场未处置）,杂物,陆家嘴大队（一大队）,塘桥街道,实警,梅园站,室外垃圾桶冒烟,明珠微站,3/25/2025 18:59,3/25/2025 19:00,3/25/2025 19:05,112.0,3/25/2025 19:05,否,警戒,外,3/25/2025 18:58
3/25/2025 18:41,浦东新区 惠南镇 拱极路3058弄 兴东佳苑1期东侧（误报）（到场未处置）,居民,惠南大队（八大队）,惠南镇,虚警,惠南站,现场为误报，无着火冒烟情况,海曲雅苑微站,3/25/2025 18:42,3/25/2025 18:43,3/25/2025 18:47,43.0,3/25/2025 18:50,否,了解情况,外,3/25/2025 18:42
3/25/2025 16:12,浦东新区 祝桥镇 千汇苑四村68号门口（居民处置）（到场未处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,现场烧室外花盆,祝桥微站,3/25/2025 16:12,3/25/2025 16:14,3/25/2025 16:21,128.0,3/25/2025 16:21,否,警戒,外,3/25/2025 16:12
3/25/2025 15:16,浦东新区 周浦镇 年家浜东路129弄12号(祭扫)（误报）,居民,三林大队（六大队）,周浦镇,虚警,周浦站,现场为烧祭祀，到场前居民已自行收拾干净,韵涛路微站,3/25/2025 15:18,3/25/2025 15:19,3/25/2025 15:27,28.0,3/25/2025 15:34,否,了解情况,内,3/25/2025 15:17
3/25/2025 14:37,浦东新区 惠南镇 梅花路 靠近 拱极路（消防处置）（到场处置）,电线,惠南大队（八大队）,惠南镇,实警,惠南站,现场为室外电表箱内烧电线,海曲雅苑微站,3/25/2025 14:38,3/25/2025 14:39,3/25/2025 14:43,90.0,3/25/2025 14:48,否,警戒,外,3/25/2025 14:38
3/25/2025 14:17,浦东新区 三林镇 思浦路15弄思浦小区10号206室（误报）,居民,三林大队（六大队）,三林镇,虚警,周渡站,现场为误报，无着火冒烟情况,杨东微站,3/25/2025 14:18,3/25/2025 14:19,3/25/2025 14:26,98.0,3/25/2025 14:31,否,了解情况,内,3/25/2025 14:18
3/25/2025 12:27,浦东新区 南汇新城镇 渔港路333弄 宝龙世家5号202室（其他社会力量处置）（到场处置）,居民,临港大队（九大队）,南汇新城镇,实警,芦潮港站,现场为烧卧室内床铺,芦潮港微站,3/25/2025 12:28,3/25/2025 12:29,3/25/2025 12:34,44.0,3/25/2025 12:35,否,了解情况,内,3/25/2025 12:28
3/25/2025 12:13,浦东新区 川沙新镇 界龙村10队朱高家宅5号（消防处置）（到场处置）,居民,川沙大队（三大队）,川沙新镇,实警,唐镇站,现场为阁楼冒烟，到场帮其排烟,黄楼微站,3/25/2025 12:14,3/25/2025 12:16,3/25/2025 12:20,81.0,3/25/2025 12:22,否,警戒,内,3/25/2025 12:14
3/25/2025 11:00,浦东新区 唐镇镇  创新中路399弄(绿波城)34号（微站处置）（到场未处置）（祭扫）,杂物,川沙大队（三大队）,唐镇,实警,唐镇站,现场为室外烧祭祀品,唐兴路微站,3/25/2025 11:01,3/25/2025 11:02,3/25/2025 11:05,63.0,3/25/2025 11:10,否,警戒,外,3/25/2025 11:00
3/25/2025 10:47,浦东新区 川沙新镇 妙川路 靠近 川周公路 妙虹新苑18号13楼（误报）（祭扫）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,现场为楼道内烧祭祀品，有人看护,国际精工园微站,3/25/2025 10:48,3/25/2025 10:51,3/25/2025 11:00,139.0,3/25/2025 11:01,否,了解情况,内,3/25/2025 10:48
3/25/2025 10:30,浦东新区 上钢新村街道 德州路420弄(济阳一村)37号503室（误报）,居民,世博大队（七大队）,上钢新村街道,虚警,周渡站,现场为居民家中烧锅子，人员不在家，需开门,济阳三村微站,3/25/2025 10:32,3/25/2025 10:33,3/25/2025 10:38,52.0,3/25/2025 10:39,否,警戒,内,3/25/2025 10:31
3/25/2025 8:42,浦东新区 宣桥镇 宣镇东路625弄(欣菊苑)13号201室（误报）,居民,惠南大队（八大队）,宣桥镇,虚警,惠南站,居民家中烧锅子,欣秋苑微站,3/25/2025 8:43,3/25/2025 8:44,3/25/2025 8:47,101.0,3/25/2025 8:58,否,警戒,内,3/25/2025 8:42
3/25/2025 4:51,浦东新区 黄楼镇界龙村朱高家宅5号农村自建房（消防处置）（到场处置）,居民,川沙大队（三大队）,川沙新镇,实警,唐镇站,自建房1楼客厅烧杂物,黄楼微站,3/25/2025 4:53,3/25/2025 4:55,3/25/2025 5:00,128.0,3/25/2025 5:02,否,警戒,内,3/25/2025 4:52
3/25/2025 2:41,浦东新区 宣桥镇腰路村13组328号前（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧大棚,明祥苑微站,3/25/2025 2:43,3/25/2025 2:45,3/25/2025 2:45,146.0,3/25/2025 2:53,是,堵截,外,3/25/2025 2:41
3/24/2025 21:54,浦东新区 高行镇 金高路988弄(春江花悦园)23号10楼(驻防车出动)（居民处置）（到场未处置）,居民,保税大队（四大队）,高行镇,实警,五洲站,楼道内烧杂物,华高微站,3/24/2025 21:57,3/24/2025 21:58,3/24/2025 22:01,27.0,3/24/2025 22:03,否,监护,内,3/24/2025 21:55
3/24/2025 21:44,浦东新区 曹路镇 金钻路398弄（金群苑南区）29号1602室（驻防车出动）（居民处置）（到场未处置）,居民,外高桥大队（五大队）,曹路镇,实警,曹路站,居民家中烧被子,金钻路微站,3/24/2025 21:46,3/24/2025 21:46,3/24/2025 21:50,38.0,3/24/2025 21:53,否,监护,内,3/24/2025 21:45
3/24/2025 21:25,浦东新区 三林镇 三舒路181弄 （东方康达二期）2号2804室（误报）（到场未处置）,居民,三林大队（六大队）,三林镇,虚警,前滩站,烧锅子,懿德微站,3/24/2025 21:27,3/24/2025 21:29,3/24/2025 21:32,71.0,3/24/2025 21:37,否,监护,内,3/24/2025 21:26
3/24/2025 19:55,浦东新区 康桥镇 拯安路 靠近 康新公路（居民处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,申江站,室外烧杂物,橫沔微站,3/24/2025 19:57,3/24/2025 19:57,3/24/2025 20:01,18.0,3/24/2025 20:06,否,监护,外,3/24/2025 19:55
3/24/2025 19:30,浦东新区 高行镇 高恒路 靠近 丹琦路（消防处置）（到场处置）,杂物,保税大队（四大队）,高行镇,实警,五洲站,室外烧杂物,东靖路微站,3/24/2025 19:33,3/24/2025 19:35,3/24/2025 19:39,142.0,3/24/2025 19:43,是,出水处置,外,3/24/2025 19:31
3/24/2025 19:08,浦东新区 金杨新村街道 金杨路487号中国电信金杨路营业厅（EB）（居民处置）（到场处置）,车辆（电瓶车）,陆家嘴大队（一大队）,金杨新村街道,实警,庆宁站,烧车棚内1辆电瓶车,枣庄微站,3/24/2025 19:11,3/24/2025 19:12,3/24/2025 19:13,44.0,3/24/2025 19:19,否,监护,外,3/24/2025 19:09
3/24/2025 19:04,浦东新区 南汇新城镇 夏栎路236弄10号302室（误报）（到场未处置）,居民,临港大队（九大队）,南汇新城镇,虚警,滴水湖站,烧锅子,夏栎路微站,3/24/2025 19:06,3/24/2025 19:07,3/24/2025 19:10,41.0,3/24/2025 19:15,否,监护,内,3/24/2025 19:05
3/24/2025 18:08,浦东新区 泥城镇 正茂路 靠近 霜天路 黄沙港边上（居民处置）（到场未处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外烧杂物,泥城微站,3/24/2025 18:09,3/24/2025 18:10,3/24/2025 18:20,72.0,3/24/2025 18:24,否,监护,外,3/24/2025 18:08
3/24/2025 17:41,浦东新区 金杨新村街道 金台路115弄(金杨新村十街坊)27号501室（居民处置）（到场处置）,居民,陆家嘴大队（一大队）,金杨新村街道,实警,庆宁站,居民家中烧油烟机,灵山微站,3/24/2025 17:43,3/24/2025 17:44,3/24/2025 17:56,53.0,3/24/2025 17:51,否,监护,内,3/24/2025 17:41
3/24/2025 17:32,浦东新区 金杨新村街道 博山东路555弄25号101室（误报）,居民,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,锅子水烧干,黄山微站,3/24/2025 17:34,3/24/2025 17:35,3/24/2025 17:41,78.0,3/24/2025 17:42,否,监护,内,3/24/2025 17:33
3/24/2025 13:39,浦东新区 三林镇 板泉路907号 大叔烤肉（消防处置）（到场处置）,单位,三林大队（六大队）,三林镇,实警,永泰站,烧烤肉机油烟管道,杨东微站,3/24/2025 13:40,3/24/2025 13:42,3/24/2025 13:44,119.0,3/24/2025 13:48,是,出水处置,内,3/24/2025 13:39
3/24/2025 10:33,浦东新区 川沙新镇 南六公路靠近S32收费站处（消防处置）（到场处置）,车辆,川沙大队（三大队）,川沙新镇,实警,六灶站,室外烧车子引擎盖,下沙微站,3/24/2025 10:33,3/24/2025 10:34,3/24/2025 10:43,113.0,3/24/2025 10:40,是,出水处置,外,3/24/2025 10:34
3/24/2025 10:33,浦东新区 航头镇 下沙西街181号南面停车场内 （微站处置）（到场处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,室外烧杂物,下沙微站,3/24/2025 10:33,3/24/2025 10:34,3/24/2025 10:37,41.0,3/24/2025 10:43,否,监护,外,3/24/2025 10:33
3/24/2025 9:39,浦东新区 南汇新城镇 潮乐路20弄(新芦苑D)11号（祭扫）（经核实无需消防处置）,居民,临港大队（九大队）,南汇新城镇,实警,芦潮港站,室外烧纸钱,芦潮港微站,3/24/2025 9:41,3/24/2025 9:42,3/24/2025 9:45,43.0,3/24/2025 9:45,否,监护,外,3/24/2025 9:40
3/24/2025 6:56,浦东新区 北蔡镇  陈春路780弄（莲杨苑）2号302室（误报）,居民,三林大队（六大队）,北蔡镇,虚警,塘东站,烧锅子,六里（杨莲)微站,3/24/2025 6:57,3/24/2025 6:58,3/24/2025 7:01,13.0,3/24/2025 7:17,否,监护,内,3/24/2025 6:57
3/24/2025 3:55,浦东新区 宣桥镇 宣黄公路 靠近 园西路 烧烤店门口（微站处置）（到场未处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,徐庙村微站,3/24/2025 3:56,3/24/2025 3:57,3/24/2025 4:00,110.0,3/24/2025 4:05,是,堵截,外,3/24/2025 3:55
3/23/2025 22:40,浦东新区 南汇新城镇 江山路1889弄临港十七区T2楼710室（燃烧物质燃烬）（到场未处置）,居民,临港大队（九大队）,南汇新城镇,实警,芦潮港站,电磁炉内塑料勺子烧焦,芦潮港微站,3/23/2025 22:41,3/23/2025 22:42,3/23/2025 22:45,47.0,3/23/2025 22:45,否,监护,内,3/23/2025 22:40
3/23/2025 21:00,浦东新区 北蔡镇 华绣路179弄艾南花苑76号2楼平台（消防处置）（到场处置）,居民,三林大队（六大队）,北蔡镇,实警,塘东站,平台烧杂物,由由微站,3/23/2025 21:01,3/23/2025 21:03,3/23/2025 21:10,92.0,3/23/2025 21:08,否,监护,外,3/23/2025 21:00
3/23/2025 20:19,浦东新区 三彩路277号对面 垃圾桶,杂物,三林大队（六大队）,三林镇,实警,前滩站,室外垃圾桶着火,懿德微站,3/23/2025 20:20,3/23/2025 20:22,3/23/2025 20:24,118.0,3/23/2025 20:31,否,监护,外,3/23/2025 20:19
3/23/2025 20:09,浦东新区 金桥镇 庙港路188弄（申鸿苑）14号301室（其他社会力量处置）（到场未处置）,居民,外高桥大队（五大队）,金桥镇,实警,曹路站,居民家中浴霸着火,民区路微站,3/23/2025 20:15,3/23/2025 20:17,3/23/2025 20:23,96.0,3/23/2025 20:23,否,监护,内,3/23/2025 20:10
3/23/2025 20:01,浦东新区 航头镇 沪南公路5999号秋缦和庭艺术中心的星星充电站处（专职队处置）（到场未处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,室外烧杂物,航头专职队,3/23/2025 20:02,3/23/2025 20:03,3/23/2025 20:06,29.0,3/23/2025 20:15,否,监护,外,3/23/2025 20:02
3/23/2025 19:39,浦东新区 祝桥镇 海霞路685弄 海霞佳苑49号5楼楼道（居民处置）（到场未处置）,居民,惠南大队（八大队）,祝桥镇,实警,江镇站,楼道内烧杂物,祝桥专职队,3/23/2025 19:40,3/23/2025 19:41,3/23/2025 19:46,40.0,3/23/2025 19:47,否,监护,外,3/23/2025 19:39
3/23/2025 19:21,浦东新区 上钢新村街道 上南路800弄上钢二村7号楼门口（经核实无需消防处置）（到场未处置）（祭扫）,杂物,世博大队（七大队）,上钢新村街道,实警,周渡站,室外烧纸钱,上钢六村微站,3/23/2025 19:22,3/23/2025 19:23,3/23/2025 19:26,23.0,3/23/2025 19:26,否,监护,外,3/23/2025 19:22
3/23/2025 18:24,浦东新区 合庆镇 锦绣东路辅路 靠近 郊野公园（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,向阳微站,3/23/2025 18:26,3/23/2025 18:28,3/23/2025 18:33,148.0,3/23/2025 18:35,否,监护,外,3/23/2025 18:25
